Chromosome,Start,End,RepeatType,strand,Length
1,978367,978403,trf,0,36
1,979812,980141,trf,0,329
1,983096,983187,L1M5,-1,91
1,983096,983187,L1M5,-1,91
1,983336,983452,L1M5,-1,116
1,983336,983452,L1M5,-1,116
1,983456,983719,AluSq2,-1,263
1,983456,983719,AluSq2,-1,263
1,983732,983740,dust,0,8
1,983736,983863,L1M5,-1,127
1,984244,984268,dust,0,24
1,984575,984657,dust,0,82
1,984576,984607,trf,0,31
1,984581,984822,AluJb,-1,241
1,984612,984657,trf,0,45
1,984628,984822,AluJb,-1,194
1,984823,984860,L1ME1,-1,37
1,984861,984892,(TCTA)n,1,31
1,984894,985172,AluSz,-1,278
1,984894,985172,AluSz,-1,278
1,985173,985599,L1ME1,-1,426
1,985176,985599,L1ME1,-1,423
1,985600,986089,MER4A1_,1,489
1,985600,986089,MER4A1_,1,489
1,986090,986389,AluY,-1,299
1,986090,986389,AluY,-1,299
1,986098,986107,dust,0,9
1,986390,986445,MER4A1_,1,55
1,986390,986445,MER4A1_,1,55
1,986446,986775,L1ME1,-1,329
1,986446,986775,L1ME1,-1,329
1,986776,987071,AluSz,-1,295
1,986776,987071,AluSz,-1,295
1,987072,987084,L1ME1,-1,12
1,987072,987084,L1ME1,-1,12
1,987108,987241,AluSz,1,133
1,987108,987241,AluSz,1,133
1,987249,987283,L1ME1,-1,34
1,987249,987283,L1ME1,-1,34
1,987284,987580,AluSq,-1,296
1,987284,987580,AluSq,-1,296
1,987287,987302,dust,0,15
1,987581,987654,L1ME1,-1,73
1,987581,987654,L1ME1,-1,73
1,987655,987959,AluSx1,-1,304
1,987655,987959,AluSx1,-1,304
1,987960,988305,L1ME1,-1,345
1,987960,988305,L1ME1,-1,345
1,988020,988047,dust,0,27
1,988306,988614,AluSg,1,308
1,988306,988614,AluSg,1,308
1,988586,988619,dust,0,33
1,988587,988621,trf,0,34
1,988588,988619,trf,0,31
1,988615,988694,L1ME1,-1,79
1,988615,988694,L1ME1,-1,79
1,988687,989365,trf,0,678
1,989357,989508,L1MEc,-1,151
1,989357,989508,L1MEc,-1,151
1,989509,989864,MSTD,-1,355
1,989509,989864,MSTD,-1,355
1,989865,989985,L1MEc,-1,120
1,989865,989985,L1MEc,-1,120
1,989984,990013,dust,0,29
1,989986,990297,AluSx1,-1,311
1,989986,990297,AluSx1,-1,311
1,990299,990536,AluSq2,-1,237
1,990299,990311,dust,0,12
1,990299,990536,AluSq2,-1,237
1,990537,990718,L1MEc,-1,181
1,990537,990718,L1MEc,-1,181
1,990719,990994,AluSx1,1,275
1,990719,990994,AluSx1,1,275
1,990996,991175,L1MEc,-1,179
1,990996,991175,L1MEc,-1,179
1,991176,991489,AluJb,-1,313
1,991176,991489,AluJb,-1,313
1,991342,991362,dust,0,20
1,991490,991514,L1MEc,-1,24
1,991498,991544,dust,0,46
1,991499,991825,AluSx,-1,326
1,991510,991543,trf,0,33
1,991515,991825,AluSp,-1,310
1,991826,991915,L1MEc,-1,89
1,991826,991915,L1MEc,-1,89
1,991966,992151,L1MEc,-1,185
1,991966,992130,L1MEc,-1,164
1,992131,992469,AluSx,-1,338
1,992142,992178,dust,0,36
1,992151,992178,trf,0,27
1,992152,992469,AluSx1,-1,317
1,992325,992352,dust,0,27
1,992470,992655,L1MEc,-1,185
1,992470,992655,L1MEc,-1,185
1,992474,992522,dust,0,48
1,992697,992744,FRAM,-1,47
1,992697,992744,FRAM,-1,47
1,992744,992794,FRAM,-1,50
1,992744,992794,FRAM,-1,50
1,992884,993152,trf,0,268
1,992891,993152,trf,0,261
1,993589,993633,dust,0,44
1,993731,994041,MSTA,1,310
1,993731,994041,MSTA,1,310
1,994042,994334,AluSz,1,292
1,994042,994334,AluSz,1,292
1,994322,994334,dust,0,12
1,994335,994401,MSTA,1,66
1,994335,994401,MSTA,1,66
1,994402,994667,AluSx,-1,265
1,994402,994667,AluSx,-1,265
1,994668,994730,L1M4,1,62
1,994668,994730,L1M4,1,62
1,994735,994791,AluYc,1,56
1,994735,994791,AluYc,1,56
1,994783,994791,dust,0,8
1,994810,994873,L1MEc,1,63
1,994810,994873,L1MEc,1,63
1,995068,995364,AluSx1,1,296
1,995068,995364,AluSx1,1,296
1,995381,995512,L1MEc,1,131
1,995381,995512,L1MEc,1,131
1,995509,995521,dust,0,12
1,995780,995844,(CCCCAG)n,1,64
1,996255,996867,trf,0,612
1,997105,997178,L2b,-1,73
1,997105,997178,L2b,-1,73
1,997611,997731,trf,0,120
1,998362,998390,GC_rich,1,28
1,998703,998783,G-rich,1,80
1,998713,998776,dust,0,63
1,998744,998784,trf,0,40
1,998804,998844,dust,0,40
1,998804,998844,GC_rich,1,40
1,999087,999132,GC_rich,1,45
1,999481,999528,dust,0,47
1,999810,999863,dust,0,53
